#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-13T01:03:35 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-13T01:03:35	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=9999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/AJ/145/101&tab:{J/AJ/145/101/catalog}&key:source=J/AJ/145/101/catalog&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/145/101/catalog
#-order=I
#-out=Name
#-out=Nd
#-out=RAJ2000
#-out=DEJ2000
#-out=a26
#-out=l_FUV
#-out=FUV
#-out=Bmag
#-out=l_Hamag
#-out=Hamag
#-out=Kmag
#-out=l_HImag
#-out=HImag
#-out=W50
#-out=TT
#-out=Mcl
#-out=Tdw
#-out=HRV
#-out=Dist
#-out=A26
#-out=i
#-out=vAmp
#-out=<Bmu>
#-out=M26
#-out=l_MHI
#-out=MHI
#-out=Vlg
#-out=Ti5
#-out=K+04
#-out=SimbadName
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=9999	

#RESOURCE=yCat_51450101
#Name: J/AJ/145/101
#Title: Updated nearby galaxy catalog (Karachentsev+, 2013)
#INFO	ivoid=ivo://cds.vizier/j/aj/145/101	
#INFO	publisher=CDS	
#INFO	creator=Karachentsev I.D.	
#INFO	related_resource=bibcode:2013AJ....145..101K	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101	
#INFO	publication_id=doi:10.26093/cds/vizier.51450101	
#INFO	publication_date=2017-06-12	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_AJ_145_101_catalog:
#Name: J/AJ/145/101/catalog
#Title: Catalog of galaxies in the  the Local Volume
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Name	(a18)	Galaxy name in well-known catalogs	[ucd=meta.id;meta.main]
#Column	Nd	(I3)	Number of data available for this galaxy (apparent magnitudes + velocities + kinematics + distances, in tables 3--6)	[ucd=meta.number]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	a26	(F6.2)	[0.1/645.65]? Major angular diameter (1)	[ucd=phys.angSize]
#Column	l_FUV	(A1)	[>] Lower limit flag on FUV	[ucd=meta.code.error]
#Column	FUV	(F5.2)	[8.21/24.56]? GALEX/FUV band magnitude (3)	[ucd=phot.mag;em.UV]
#Column	Bmag	(F5.2)	[-4.6/21.4]? Apparent integral B band magnitude (4)	[ucd=phot.mag;em.opt.B]
#Column	l_Hamag	(A1)	[>] Lower limit flag on Hamag	[ucd=meta.code.error]
#Column	Hamag	(F5.2)	[3.79/27.87]? Integral H{alpha} line emission magnitude (5)	[ucd=phot.flux;em.line.Halpha]
#Column	Kmag	(F5.2)	[-1.75/17.54]? 2MASS Ks band magnitude (6)	[ucd=phot.mag;em.IR.K]
#Column	l_HImag	(A1)	[>] Lower limit flag on HImag	[ucd=meta.code.error]
#Column	HImag	(F6.2)	[-3.35/21.5]? HI 21cm line magnitude (8)	[ucd=phot.mag;em.radio.750-1500MHz]
#Column	W50	(I3)	? HI line width at 50% level from maximum (9)	[ucd=spect.line.width;em.line.HI]
#Column	TT	(I2)	[-3/11]? Morphology T-type code (10)	[ucd=src.morph]
#Column	Mcl	(a5)	Dwarf galaxy morphology (BCD, HIcld, Im, Ir, S0em, Sm, Sph, Tr, dE, dEem, or dS0em) (11)	[ucd=src.morph.type]
#Column	Tdw	(A1)	Dwarf galaxy surface brightness morphology (H=high, N=normal, L=low, X=extremely low) (11)	[ucd=meta.code;src.morph]
#Column	HRV	(I4)	[-556/2219]? Heliocentric radial velocity (12)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	Dist	(F5.2)	[0.01/26.2] Distance to galaxy	[ucd=pos.distance;pos.heliocentric]
#Column	A26	(F5.2)	? Major linear diameter (13)	[ucd=phys.size.diameter]
#Column	i	(I2)	[0/90]? Inclination of galaxy from the face-on (i=0) position	[ucd=src]
#Column	vAmp	(I3)	? Amplitude of rotational velocity (14)	[ucd=phys.veloc.rotat]
#Column	<Bmu>	(F4.1)	? Average B band surface brightness (17)	[ucd=phot.mag.sb;em.opt.B]
#Column	M26	(F5.2)	? log(mass) within Holmberg radius (19)	[ucd=phys.mass]
#Column	l_MHI	(A1)	[<] Upper limit flag on MHI	[ucd=meta.code.error]
#Column	MHI	(F5.2)	[1.12/10.19]? log(Hydrogen mass) (20)	[ucd=arith.zp]
#Column	Vlg	(I4)	[-303/2094]? Local group radial velocity (21)	[ucd=phys.veloc;pos.lg]
#Column	Ti5	(F4.1)	[-2.5/6.5]? Tidal index {Theta}_5_ (24)	[ucd=src.class.struct]
#Column	K+04	(I3)	Cross-match with the Catalog of neighboring galaxies of Karachentsev et al. (2004, cat. J/AJ/127/2031) within 30"	[ucd=meta.ref.url]
#Column	SimbadName	(a29)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000;_DEJ2000;Name;Nd;RAJ2000;DEJ2000;a26;l_FUV;FUV;Bmag;l_Hamag;Hamag;Kmag;l_HImag;HImag;W50;TT;Mcl;Tdw;HRV;Dist;A26;i;vAmp;<Bmu>;M26;l_MHI;MHI;Vlg;Ti5;K+04;SimbadName
185.660417; +6.014444;VCC0565           ;  6;12 22 38.5;+06 00 52;  0.58; ;19.19;15.86; ;     ;13.42; ; 18.10; 28;10;Ir   ;N; 871; 9.60; 1.61;62;  8;23.2; 7.07; ; 7.06; 734; 0.2;  0;VCC0565
185.719583;+33.828611;KK141             ;  5;12 22 52.7;+33 49 43;  0.40; ;18.18;16.60; ;     ;14.20; ; 17.29; 26;10;Ir   ;N; 573; 7.78; 0.90;45;  8;23.2; 6.78; ; 7.20; 568; 0.2;  0;[KK98a] 141
185.808333;+28.893889;IC3247            ;  7;12 23 14.0;+28 53 38;  2.34; ;18.19;15.25; ;     ;12.12; ; 16.47;157; 7;     ; ; 569;24.40;15.84;86; 69;25.1; 9.94; ; 8.52; 539;-1.6;  0;IC3247
185.942500;+47.658889;BTS132            ;  3;12 23 46.2;+47 39 32;  0.39; ;23.61;18.40; ;     ;14.23; ;      ;   ;-3;Sph  ;L;    ; 7.80; 0.89;60;   ;24.9;     ; ;     ;    ; 2.7;  0;BTS132
186.324583;+26.714722;IC3308            ;  6;12 25 17.9;+26 42 53;  1.55; ;     ;15.41; ;19.11;12.51; ; 14.94;125; 8;     ; ; 316;12.80; 5.58;77; 56;24.6; 9.31; ; 8.57; 277; 0.3;  1;IC3308
186.366250;+28.482500;KK144             ;  6;12 25 27.9;+28 28 57;  1.12; ;17.25;16.50; ;20.94;14.07; ; 15.12; 38;10;Ir   ;L; 480; 6.15; 1.98;81; 14;25.3; 7.65; ; 7.86; 449;-0.5;  1;[KK98a] 144
186.422083; +2.158889;UGC07512          ;  6;12 25 41.3;+02 09 32;  1.45; ;17.40;15.20; ;     ;12.78; ; 15.31; 65;10;Ir   ;N;1506;10.60; 4.42;70; 30;24.5; 8.66; ; 8.26;1354; 0.7;  0;UGC07512
186.426667;+26.810000;AGC749236         ;  5;12 25 42.4;+26 48 36;  0.62; ;     ;17.30; ;     ;14.86; ; 16.53; 53;10;Ir   ;L; 273;19.50; 3.48;71; 24;24.8; 8.35; ; 8.30; 235;-0.5;  0;AGC749236
186.445833;+14.951944;VCC0841           ;  6;12 25 47.0;+14 57 07;  1.10; ;18.95;15.50; ;     ;13.04; ; 17.79; 39; 9;Im   ;N; 499; 7.90; 2.51;74; 15;24.2; 7.84; ; 7.01; 404;-0.8;  0;VCC0841
186.457500;+33.546111;NGC4395           ;  8;12 25 49.8;+33 32 46; 13.18; ;11.76;10.64; ;14.15; 8.00; ; 11.53; 98; 8;     ; ; 313; 4.61;17.83;34; 76;24.8;10.08; ; 9.05; 308; 0.3;  1;NGC4395
186.533750;+58.322500;DDO123            ;  5;12 26 08.1;+58 19 21;  2.78; ;     ;14.50; ;     ;11.85; ; 13.74; 58; 8;     ; ; 722;10.50; 8.50;38; 40;25.3; 9.19; ; 8.88; 836;-0.7;  0;DDO123
186.566667;+48.491944;UGCA281           ;  8;12 26 16.0;+48 29 31;  1.05; ;15.29;15.14; ;15.85;12.51; ; 15.19; 47;10;Ir   ;N; 279; 5.68; 1.73;47; 26;23.8; 8.15; ; 7.76; 347;-0.2;  1;UGCA281
186.597500;+27.745556;IC3341            ;  5;12 26 23.4;+27 44 44;  0.68; ;     ;16.40; ;     ;13.98; ; 16.75; 65; 9;Im   ;N; 372;14.00; 2.74;66; 31;24.1; 8.48; ; 7.92; 338; 0.5;  0;IC3341
186.719167;+53.105278;SBS 1224+533      ;  3;12 26 52.6;+53 06 19;  0.80; ;17.36;16.10; ;     ;13.68; ;      ;   ; 9;BCD  ;N; 300; 5.35; 1.25;53;   ;24.2;     ; ;     ; 390;-0.3;  0;SBSG 1224+533
186.745833;+23.904167;ComaI             ;  5;12 26 59.0;+23 54 15;  9.50;>;23.00;14.98; ;     ;10.81;>; 19.88;   ;-3;Sph  ;X;  98; 0.04; 0.12;66;   ;28.4;     ;<; 1.63;  46; 3.7;  0;COMA DWARF GALAXY
186.771250;+37.142500;DDO126            ;  8;12 27 05.1;+37 08 33;  2.88; ;15.18;14.12; ;17.48;11.53; ; 14.23; 50;10;Ir   ;N; 217; 4.88; 4.07;59; 24;25.0; 8.43; ; 8.02; 230; 0.6;  1;DDO126
186.924167;+43.493889;DDO125            ;  8;12 27 41.8;+43 29 38;  3.89; ;14.99;12.95; ;18.03;10.23; ; 14.31; 27; 9;Im   ;N; 206; 2.74; 3.09;66;  7;24.4; 7.25; ; 7.48; 251;-0.4;  1;DDO125
187.012083;+22.589444;UGC07584          ;  7;12 28 02.9;+22 35 22;  0.91; ;17.20;16.19; ;19.83;13.75; ; 16.20; 35; 9;BCD  ;N; 603; 9.20; 2.43;72; 13;24.5; 7.65; ; 7.78; 545;-0.5;  1;UGC07584
187.022500;+22.290833;KKH80             ;  6;12 28 05.4;+22 17 27;  0.85; ;18.27;16.80; ;23.42;14.37; ; 17.48; 16;10;Ir   ;L; 602; 7.43; 1.85;53;  3;25.0; 6.33; ; 7.08; 542;-0.5;  1;[KKH2001] 80
187.046667;+44.094444;NGC4449           ;  8;12 28 11.2;+44 05 40;  6.76; ;10.99; 9.99; ;12.55; 7.25; ; 12.35; 98; 8;     ; ; 201; 4.21; 8.30;45; 60;22.6; 9.54; ; 8.64; 249; 0.4;  1;NGC4449
187.118750;+37.233333;DDO127            ;  7;12 28 28.5;+37 14 00;  1.62; ;16.19;14.98; ;20.47;12.57; ; 15.03; 54;10;Ir   ;N; 275; 6.89; 3.21;72; 24;24.6; 8.33; ; 8.00; 290; 0.0;  1;DDO127
187.141250; +8.639722;UGC07596          ;  6;12 28 33.9;+08 38 23;  1.58; ;18.46;14.90; ;     ;12.47; ; 18.49; 27;10;Ir   ;N; 565; 4.60; 2.09;83;  6;24.4; 6.95; ; 6.26; 443;-0.6;  0;UGC07596
187.162500;+35.718056;UGC07605          ;  8;12 28 39.0;+35 43 05;  1.48; ;15.90;14.76; ;18.61;12.40; ; 15.77; 26;10;Ir   ;N; 310; 4.43; 1.91;49;  6;24.2; 6.92; ; 7.32; 317; 0.8;  1;UGC07605
187.183750;+22.822500;NGC4455           ;  8;12 28 44.1;+22 49 21;  3.24; ;14.60;12.93; ;16.54;10.55; ; 13.91;108; 7;     ; ; 644; 8.40; 7.67;76; 48;23.8; 9.32; ; 8.62; 588;-0.4;  0;NGC4455
187.184167;+43.224167;DDO129            ;  7;12 28 44.2;+43 13 27;  2.82; ;14.88;13.67; ;17.26;11.01; ; 14.11; 43; 8;     ; ; 538; 8.90; 7.37;27; 37;24.5; 9.08; ; 8.59; 582; 0.2;  0;DDO129
187.187083;+43.971667;LV J1228+4358     ;  3;12 28 44.9;+43 58 18;  3.98;>;23.00;14.20; ;     ;11.77; ;      ;   ;10;Tr   ;X;    ; 4.07; 4.56;90;   ;25.7;     ; ;     ;    ; 1.3;  0;[KMK2013] LV J1228+4358
187.190833;+44.864444;NGC4460           ;  8;12 28 45.8;+44 51 52;  4.27; ;15.68;12.26; ;15.66; 9.06; ; 15.54; 90; 1;     ; ; 499; 9.59;11.54;90; 39;23.9; 9.31; ; 8.08; 551;-0.1;  1;NGC4460
187.217917;+42.177778;KK149             ;  7;12 28 52.3;+42 10 40;  0.93; ;17.47;15.01; ;19.83;12.56; ; 16.15; 54;10;Ir   ;N; 407; 8.90; 2.43;59; 26;23.4; 8.29; ; 7.77; 445; 0.4;  1;[KK98a] 149
187.470833;+47.530000;UGC07639          ;  7;12 29 53.0;+47 31 48;  2.14; ;16.25;14.13; ;20.46;11.73; ; 16.05; 39; 9;Im   ;N; 385; 7.14; 4.38;68; 16;24.3; 8.11; ; 7.62; 450; 0.5;  1;UGC07639
187.504167; +7.929444;UGC07636          ;  6;12 30 01.0;+07 55 46;  0.89; ;19.07;14.90; ;     ;12.47; ; 18.98; 25;10;Ir   ;N; 469; 5.20; 1.36;40;  5;23.2; 6.63; ; 6.17; 344;-0.8;  0;UGC07636
187.599167;+42.901389;KK151             ;  6;12 30 23.8;+42 54 05;  1.12; ;17.30;15.80; ;20.36;13.38; ; 16.66; 34; 9;Im   ;N; 436; 6.56; 2.10;87; 12;24.6; 7.51; ; 7.30; 479;-0.1;  1;[KK98a] 151
187.630000;+41.700000;NGC4485           ;  8;12 30 31.2;+41 42 00;  2.34; ;13.68;12.32; ;15.44;10.58; ; 13.22;139; 8;     ; ; 480; 5.80; 3.98;46; 84;22.6; 9.51; ; 8.57; 517; 5.6;  0;NGC4485
187.651667;+41.643611;NGC4490           ;  8;12 30 36.4;+41 38 37;  6.31; ;12.19; 9.76; ;13.06; 7.35; ; 11.60;173; 7;     ; ; 586; 5.80;10.55;62; 86;22.0; 9.96; ; 9.22; 623; 4.3;  0;NGC4490
187.765833; +1.675833;CGCG 014-054      ;  6;12 31 03.8;+01 40 33;  1.27; ;17.81;15.60; ;     ;13.18; ; 16.50; 44; 9;Im   ;N;1105; 9.60; 3.53;64; 20;24.7; 8.20; ; 7.70; 954; 1.1;  0;MCG+00-32-016
187.787500;+42.094167;MAPS1231+42       ;  6;12 31 09.0;+42 05 39;  0.33; ;19.39;17.80; ;     ;15.38; ; 19.10; 16;10;Ir   ;N; 563; 5.80; 0.56;54;  3;24.0; 5.80; ; 6.22; 602; 3.0;  0;SDSS J123109.09+420533.9
187.994167;+29.709722;DDO131            ;  6;12 31 58.6;+29 42 35;  1.15; ;16.50;15.28; ;     ;12.86; ; 15.22; 63;10;Ir   ;N; 643; 8.10; 2.72;46; 38;24.1; 8.66; ; 8.06; 622; 0.9;  0;DDO131
188.001667;+39.831944;UGC7678           ;  8;12 32 00.4;+39 49 55;  1.78; ;15.62;14.50; ;17.86;12.48; ; 15.62; 39; 9;Im   ;N; 679; 6.90; 3.53;70; 16;24.3; 8.01; ; 7.76; 708;-0.1;  0;UGC7678
188.112083;+42.704167;UGC07690          ;  8;12 32 26.9;+42 42 15;  2.09; ;14.92;13.13; ;17.13;11.40; ; 14.48; 71; 8;     ; ; 536;11.20; 6.94;38; 50;23.2; 9.30; ; 8.64; 578;-0.1;  0;UGC07690
188.189583; +0.115000;NGC4517           ;  7;12 32 45.5;+00 06 54; 12.02; ;15.86;11.09; ;     ; 7.33; ; 12.39;307; 7;     ; ;1134; 9.70;31.95;90;141;23.6;10.87; ; 9.35; 978; 0.1;  0;NGC4517
188.200000;+37.621667;UGC07699          ;  8;12 32 48.0;+37 37 18;  3.98; ;14.83;13.30; ;17.04;11.15; ; 14.07;171; 7;     ; ; 495;14.50;16.11;77; 77;24.4;10.04; ; 9.03; 514; 0.0;  0;UGC07699
188.220833;+31.539167;DDO133            ;  7;12 32 53.0;+31 32 21;  3.55; ;14.85;13.53; ;16.93;11.12; ; 13.77; 45;10;Ir   ;L; 330; 4.85; 5.01;53; 23;24.8; 8.48; ; 8.20; 319; 0.4;  1;DDO133
188.278333;+32.091667;NGC4509           ;  7;12 33 06.8;+32 05 30;  0.91; ;15.22;14.10; ;     ;11.50; ; 15.90; 49; 9;BCD  ;H; 934;10.10; 2.68;46; 28;22.5; 8.39; ; 7.98; 925; 0.6;  0;NGC4509
188.280833;+38.116111;BTS142            ;  6;12 33 07.4;+38 06 58;  0.33; ;20.22;18.44; ;     ;16.04; ; 17.95; 23;10;Ir   ;L; 719;10.00; 0.97;13; 11;24.6; 7.17; ; 7.15; 740;-0.3;  0;BTS142
188.283333; -0.533056;KDG155            ;  5;12 33 08.0;-00 31 59;  1.20; ;20.48;16.40; ;     ;13.96; ; 16.24; 43;10;Ir   ;L; 750; 8.11; 2.86;48; 23;25.4; 8.26; ; 7.65; 592;-0.4;  0;KDG155
188.353750;+33.351389;KK152             ;  6;12 33 24.9;+33 21 05;  1.07; ;17.51;16.30; ;     ;13.88; ; 16.18; 34;10;Ir   ;N; 838; 6.90; 2.12;83; 12;25.0; 7.52; ; 7.54; 836; 0.4;  0;[KK98a] 152
188.502500;+39.019444;UGC7719           ;  7;12 34 00.6;+39 01 10;  2.14; ;16.14;15.25; ;18.09;12.59; ; 15.10; 57; 8;     ; ; 679; 9.20; 5.53;75; 25;25.4; 8.61; ; 8.22; 704; 0.0;  0;UGC7719
188.522917;+35.518333;NGC4534           ;  8;12 34 05.5;+35 31 06;  3.02; ;14.01;13.20; ;16.24;11.21; ; 13.28;110; 8;     ; ; 802; 9.80; 8.56;49; 63;24.1; 9.59; ; 9.00; 811; 0.0;  0;NGC4534
188.799167;+41.060833;UGC7751           ;  6;12 35 11.8;+41 03 39;  1.21; ;17.73;16.50; ;     ;14.05; ; 16.38; 41; 9;Im   ;N; 605; 7.90; 2.73;90; 16;25.4; 7.90; ; 7.58; 641; 1.2;  0;UGC7751
188.914167;-11.067222;LV J1235-1104     ;  6;12 35 39.4;-11 04 02;  0.43; ;16.81;15.70; ;     ;13.18; ; 17.24; 55;10;Ir   ;H;1110;10.00; 1.29;29; 48;22.4; 8.55; ; 7.44;1003; 0.8;  0;[KMK2013] LV J1235-1104
188.990417;+27.959722;NGC4559           ;  8;12 35 57.7;+27 57 35; 10.96; ;12.27;10.28; ;13.50; 7.58; ; 11.77;237; 6;     ; ; 814; 8.10;25.37;68;115;23.5;10.59; ; 9.44; 787;-0.2;  0;NGC4559
189.093750;+40.005278;UGC07774          ;  7;12 36 22.5;+40 00 19;  3.16; ;16.46;14.60; ;18.56;11.11; ; 14.19;183; 7;     ; ; 528;22.60;19.61;89; 80;24.9;10.17; ; 9.36; 559;-1.8;  0;UGC07774
189.145833; +8.054722;VCC1675           ;  7;12 36 35.0;+08 03 17;  1.41; ;17.80;14.80; ;     ;12.10; ; 18.27; 33; 9;BCD  ;N;1790; 7.50; 3.09;61; 12;24.1; 7.74; ; 6.77;1670;-0.8;  0;VCC1675
189.181250;+13.259444;IC3583            ;  7;12 36 43.5;+13 15 34;  2.88; ;15.43;13.31; ;     ;11.20; ; 15.66;105; 9;Im   ;N;1120; 7.60; 6.47;70; 48;24.0; 9.25; ; 7.83;1024;-0.9;  0;IC3583
189.205833;+33.613333;MAPS1236+33       ;  6;12 36 49.4;+33 36 48;  0.56; ;18.86;16.90; ;     ;14.49; ; 17.49; 30;10;Ir   ;N; 526;11.70; 1.88;83;  8;24.2; 7.18; ; 7.47; 527;-0.3;  0;NGP9 F268-1529654
189.262500; +6.926667;IC3591            ;  8;12 37 03.0;+06 55 36;  1.29; ;16.09;14.39; ;16.79;11.60; ; 15.18; 86; 9;BCD  ;N;1632; 9.80; 3.68;62; 42;23.5; 8.88; ; 8.24;1507; 0.3;  0;IC3591
189.308750;-10.497500;KKSG29            ;  6;12 37 14.1;-10 29 51;  1.41; ;18.90;16.54; ;     ;14.08; ; 17.74; 30;10;Ir   ;L; 756; 7.70; 3.14;83;  9;25.8; 7.45; ; 7.01; 562;-0.2;  1;[KKS2000] 29
189.338750;+38.745278;Arp211            ;  7;12 37 21.3;+38 44 43;  0.85; ;15.99;15.74; ;19.38;13.32; ; 16.54; 27;10;Ir   ;N; 458; 6.61; 1.63;65;  7;23.9; 6.94; ; 7.36; 484;-0.1;  1;Arp211
189.371250; +4.751389;VCC1713           ;  6;12 37 29.1;+04 45 05;  0.58; ;17.93;15.86; ;     ;13.42; ; 17.41; 26; 9;Im   ;N;1638; 7.20; 1.21;63;  5;23.2; 6.59; ; 7.08;1504;-0.1;  0;VCC1713
189.399583; -8.867222;KKSG30            ;  6;12 37 35.9;-08 52 02;  0.87; ;19.01;16.30; ;     ;13.82; ; 17.39; 36;10;Ir   ;N;1105; 9.10; 2.31;72; 14;24.5; 7.69; ; 7.29; 917; 1.2;  1;[KKS2000] 30
189.421667; +8.559167;VCC1725           ;  7;12 37 41.2;+08 33 33;  1.17; ;15.95;14.89; ;     ;11.74; ; 16.48; 76; 9;BCD  ;N;1076; 8.50; 2.90;68; 36;23.8; 8.63; ; 7.60; 959;-0.5;  0;VCC1725
189.640417;-10.490278;KKSG31            ;  4;12 38 33.7;-10 29 25;  0.79;>;23.00;17.70; ;     ;13.48;>; 18.20;   ;-3;Sph  ;L;    ; 9.30; 2.22;34;   ;25.8;     ;<; 6.99;    ; 2.5;  1;[KKS2000] 31
189.666667;+32.766667;UGCA292           ;  8;12 38 40.0;+32 46 00;  1.02; ;16.35;16.07; ;18.26;14.24; ; 15.03; 27;10;Ir   ;L; 308; 3.61; 1.08;52;  8;24.7; 6.85; ; 7.44; 306;-0.2;  1;UGCA292
189.912083;+44.820833;UGC07827          ;  7;12 39 38.9;+44 49 15;  1.25; ;16.94;15.96; ;18.16;13.54; ; 15.26; 44;10;Ir   ;N; 553; 8.50; 3.08;64; 20;25.0; 8.14; ; 8.09; 609; 0.4;  0;UGC07827
189.979167;-11.746667;KKSG32            ;  4;12 39 55.0;-11 44 48;  0.60; ;23.93;18.50; ;     ;14.21;>; 18.20;   ;-3;Sph  ;L;    ; 9.30; 1.72;41;   ;25.9;     ;<; 6.99;    ; 5.4;  1;[KKS2000] 32
189.993750;+13.781389;KDG177            ;  6;12 39 58.5;+13 46 53;  0.89; ;18.47;16.36; ;     ;13.88; ; 16.17; 30;10;Ir   ;N;1005; 8.20; 2.13;71;  9;24.6; 7.32; ; 7.69; 913;-0.7;  0;KDG177
189.996250;-11.623056;NGC4594           ;  8;12 39 59.1;-11 37 23; 11.75; ;14.98; 8.98; ;16.73; 4.96; ; 14.78;736; 1;     ; ;1090; 9.30;32.46;66;389;22.0;11.76; ; 8.36; 894; 2.6;  1;NGC4594
190.001250;+61.608056;NGC4605           ;  8;12 40 00.3;+61 36 29;  6.17; ;13.13;10.89; ;14.31; 7.76; ; 13.44;132; 8;     ; ; 151; 5.47; 9.55;70; 61;23.1; 9.62; ; 8.43; 284;-0.6;  1;NGC4605
190.007083;+26.321944;AGC749241         ;  6;12 40 01.7;+26 19 19;  0.34; ;19.66;18.30; ;     ;15.90; ; 17.70; 18;10;Ir   ;L; 451; 9.20; 0.91;37;  4;24.5; 6.27; ; 7.18; 418;-0.3;  0;AGC749241
190.008750;+38.000556;BTS146            ;  6;12 40 02.1;+38 00 02;  0.34; ;20.35;17.50; ;     ;15.08; ; 18.05; 27;10;Ir   ;N; 446; 8.50; 0.83;67;  6;23.7; 6.57; ; 6.97; 470; 0.0;  0;BTS146
190.012917;-11.667778;SUCD1             ;  6;12 40 03.1;-11 40 04;  0.10;>;23.00;18.40; ;     ;14.70;>; 17.80;   ;-1;dE   ;H;1305; 9.30; 0.27;18;   ;22.0;     ;<; 7.15;1109; 6.5;  0;NAME SOMBRERO UCD 1
190.037083;-12.364722;KKSG33            ;  5;12 40 08.9;-12 21 53;  0.50;>;23.00;18.50;>;22.37;14.22;>; 18.20;   ;-3;Sph  ;L;    ; 9.30; 1.44;10;   ;25.6;     ;<; 6.99;    ; 3.1;  1;[KKS2000] 33
190.043333; +6.846944;VCC1822           ;  5;12 40 10.4;+06 50 49;  0.83; ;     ;16.40; ;     ;13.97; ; 17.69; 23;10;Ir   ;N;1008; 8.10; 1.95;69;  3;24.5; 6.21; ; 7.07; 885;-0.7;  0;VCC1822
190.053750; -5.799167;NGC4597           ;  8;12 40 12.9;-05 47 57;  5.56; ;14.44;12.58; ;15.91;11.68; ; 13.04;163; 8;     ; ;1039;10.10;16.22;64; 79;24.6;10.07; ; 9.12; 912; 0.2;  0;NGC4597
190.095833; +3.117778;NGC4600           ;  7;12 40 23.0;+03 07 04;  1.62; ;20.38;13.70; ;18.51; 9.81;>; 17.50;   ; 0;dS0em;N; 852; 7.35; 3.49;53;   ;23.3;     ;<; 7.06; 713;-0.8;  1;NGC4600
190.328750;-11.927500;KKSG34            ;  4;12 41 18.9;-11 55 39;  0.69;>;23.00;18.00; ;     ;13.69;>; 18.20;   ;-3;Sph  ;L;    ; 9.30; 1.99;34;   ;25.7;     ;<; 6.99;    ; 3.8;  1;[KKS2000] 34
190.386667;+41.150833;NGC4618           ;  8;12 41 32.8;+41 09 03;  4.17; ;13.02;11.31; ;14.76; 8.66; ; 13.08; 90; 6;     ; ; 536; 7.90; 9.68;41; 59;22.9; 9.60; ; 8.90; 576; 3.4;  0;NGC4618
190.447083;+32.857778;LV J1241+3251     ;  6;12 41 47.3;+32 51 28;  0.79; ;17.51;16.40; ;     ;13.98; ; 17.14; 27;10;Ir   ;N; 693; 7.30; 1.68;65;  7;24.4; 6.95; ; 7.20; 693; 3.1;  0;[KMK2013] LV J1241+3251
190.469583;+41.273889;NGC4625           ;  8;12 41 52.7;+41 16 26;  1.66; ;14.56;13.03; ;16.44; 9.75; ; 14.10; 51; 7;     ; ; 606; 7.90; 3.84;39; 33;22.7; 8.69; ; 8.49; 646; 3.8;  0;NGC4625
190.498750;+32.573611;NGC4627           ;  5;12 41 59.7;+32 34 25;  1.82; ;17.47;13.01; ;23.76; 8.85; ;      ;   ;-3;     ; ; 542; 7.30; 3.89;59;   ;22.9;     ; ;     ; 541; 2.8;  1;NGC4627
190.533333;+32.541389;NGC4631           ;  8;12 42 08.0;+32 32 29; 16.60; ;11.45; 9.75; ;13.96; 6.47; ; 10.86;183; 7;     ; ; 583; 7.38;33.69;86; 81;23.7;10.41; ; 9.72; 581; 1.9;  0;NGC4631
190.562917;+38.501944;IC3687            ;  8;12 42 15.1;+38 30 07;  5.13; ;14.79;13.79; ;16.88;11.12; ; 14.38; 36;10;Ir   ;N; 350; 4.57; 6.92;32; 24;25.9; 8.68; ; 7.90; 377; 1.4;  1;IC3687
190.852500;+32.482222;BTS151            ;  3;12 43 24.6;+32 28 56;  0.78;>;23.00;17.40; ;     ;13.24; ;      ;   ;-2;Sph  ;L;    ; 7.30; 1.65;64;   ;25.4;     ; ;     ;    ; 3.1;  0;BTS151
